scene,phase,combo,miou_query,f1_query
Garden,local3,1-6-16-19-22,0.529683,0.691395
Porch,local3,8-9-14-18-20,0.552184,0.691528
Pots,local3,1-19-21-22-23,0.635035,0.774100
Playground,local3,1-4-8-17-18,0.436264,0.592632
Meeting_room,restart3,3-9-11-21-22,0.528058,0.686223
Lounge,local3,3-4-17-19-24,0.537936,0.697709
Cantina,local3,9-10-12-20-23,0.503610,0.651395
Lunch_room,local3,1-2-5-19-21,0.390844,0.541100
Garden,local3,1-4-17-19-23,0.495306,0.656397
Porch,local3,9-10-14-18-20,0.557168,0.696669
Pots,local3,3-5-17-19-22,0.605675,0.751291
Playground,local3,8-14-17-18-19,0.401932,0.563639
Meeting_room,local3,5-9-17-18-22,0.497866,0.657107
Lounge,local3,0-6-10-16-24,0.573640,0.727148
Cantina,local3,0-9-10-15-23,0.516597,0.667479
Garden,local3,1-5-9-14-19,0.500618,0.665395
Lunch_room,local3,1-8-19-21-22,0.398925,0.547804
Porch,local3,7-12-15-21-24,0.449053,0.606702
Meeting_room,local3,3-9-20-21-22,0.531818,0.689564
Playground,local3,2-11-15-18-19,0.378527,0.537303
Pots,local3,7-19-21-22-24,0.634848,0.773551
Lounge,local3,0-15-16-17-24,0.555080,0.712331
Cantina,local3,0-9-16-18-20,0.487658,0.645278
Garden,local3,1-4-7-17-21,0.536755,0.698162
Porch,local3,3-9-14-18-19,0.532448,0.676329
Lunch_room,local3,5-7-11-19-22,0.288159,0.425157
Meeting_room,local3,3-9-16-21-22,0.522615,0.680914
Playground,local3,4-8-17-19-24,0.433437,0.592775
Pots,local3,1-7-8-19-21,0.631463,0.771478
Lounge,local3,0-5-10-17-19,0.580244,0.734023
Cantina,local3,5-9-10-20-23,0.488573,0.638792
Garden,local3,1-8-16-19-21,0.533762,0.695368
Porch,local3,3-9-14-18-21,0.535037,0.679000
Meeting_room,local3,3-7-20-21-22,0.526490,0.684724
Playground,local3,5-8-17-18-19,0.410340,0.569676
Lunch_room,local3,1-5-11-13-15,0.369056,0.515873
Pots,local3,0-3-18-19-21,0.597119,0.743207
Lounge,local3,0-3-10-17-19,0.585706,0.738443
Cantina,local3,0-3-10-15-24,0.488146,0.646433
Garden,local3,1-6-14-16-20,0.535047,0.696467
Porch,local3,7-9-14-21-24,0.525026,0.674195
Meeting_room,local3,3-9-11-20-22,0.532336,0.690315
Playground,local3,4-15-17-18-19,0.426397,0.582471
Pots,local3,1-15-19-21-22,0.613896,0.756220
Lounge,local3,3-7-12-17-19,0.546530,0.704553
Lunch_room,local3,1-5-17-21-22,0.394482,0.539989
Cantina,local3,3-9-10-12-20,0.549511,0.699787
Garden,local3,1-4-16-19-23,0.506802,0.667174
Porch,local3,9-14-18-21-22,0.600282,0.738995
Meeting_room,local3,3-5-8-11-18,0.479165,0.638758
Playground,local3,8-10-14-19-21,0.334951,0.492841
Pots,local3,1-6-7-21-22,0.634338,0.774278
Lounge,local3,0-6-10-17-19,0.591039,0.742650
Cantina,local3,3-9-12-20-22,0.544742,0.697417
Lunch_room,local3,1-5-18-21-22,0.399889,0.546651
Garden,local3,4-6-15-16-19,0.531303,0.693433
Porch,local3,1-9-18-21-24,0.593655,0.732377
Meeting_room,local3,3-11-12-20-22,0.527122,0.685971
Pots,local3,1-7-11-19-22,0.645914,0.781618
Playground,local3,4-8-10-17-18,0.354159,0.509715
Lounge,local3,0-10-17-23-24,0.597804,0.748038
Cantina,local3,3-9-12-13-20,0.533916,0.687532
Meeting_room,local3,3-5-9-11-22,0.503416,0.663676
Porch,local3,14-18-19-21-24,0.559182,0.710635
Garden,local3,1-4-5-6-16,0.546055,0.706037
Lunch_room,local3,5-13-19-20-22,0.357536,0.503338
Pots,local3,1-7-13-19-24,0.636380,0.774712
Playground,local3,4-6-8-19-24,0.283833,0.414472
Lounge,local3,0-5-9-10-19,0.575007,0.729749
Cantina,local3,1-3-10-15-16,0.469663,0.630626
Meeting_room,local3,3-6-9-11-22,0.516387,0.676001
Porch,local3,13-14-18-21-24,0.475956,0.640257
Garden,local3,0-1-4-6-19,0.513735,0.678304
Pots,local3,1-7-15-21-22,0.641564,0.777974
Lunch_room,local3,5-12-15-16-21,0.324966,0.472490
Playground,local3,4-12-14-15-18,0.311124,0.460558
Lounge,local3,0-13-16-19-24,0.574950,0.728257
Meeting_room,local3,1-3-9-20-22,0.514539,0.673948
Cantina,local3,9-10-12-19-20,0.505917,0.657846
Garden,local3,4-5-6-13-16,0.471160,0.637496
Pots,local3,4-7-11-18-21,0.628666,0.767921
Porch,local3,0-9-11-16-18,0.526712,0.675941
Lunch_room,local3,0-9-17-19-21,0.339532,0.487326
Playground,local3,3-17-18-19-20,0.395155,0.546445
Lounge,local3,0-10-17-21-24,0.578474,0.732486
Meeting_room,local3,2-9-14-20-21,0.528360,0.688010
Cantina,local3,3-9-10-20-23,0.540662,0.691983
Garden,local3,1-4-11-16-17,0.527532,0.689680
Porch,local3,4-9-12-13-14,0.573946,0.719081
Pots,local3,17-18-19-21-22,0.627892,0.768565
Lunch_room,local3,4-5-19-21-22,0.299582,0.433987
Playground,local3,4-8-15-17-19,0.359625,0.517543
Lounge,local3,6-11-14-17-19,0.558124,0.714789
Meeting_room,local3,3-9-14-20-22,0.523225,0.682360
Cantina,local3,6-10-12-20-22,0.449460,0.603344
Garden,local3,1-4-6-10-11,0.516232,0.679677
Porch,local3,14-18-21-22-24,0.556288,0.709032
Pots,local3,0-7-19-20-22,0.616677,0.760328
Lunch_room,local3,1-3-5-21-22,0.425988,0.576767
Playground,local3,4-8-16-17-19,0.369966,0.528184
Lounge,local3,10-11-14-17-21,0.569901,0.725499
Meeting_room,local3,3-9-11-17-22,0.525106,0.683796
Cantina,local3,3-9-20-21-24,0.531936,0.687273
Garden,local3,1-13-16-17-18,0.502585,0.664688
Porch,local3,4-5-9-14-21,0.578417,0.727837
Pots,local3,3-13-18-19-22,0.608208,0.752115
Playground,local3,4-8-17-19-23,0.430574,0.591069
Meeting_room,local3,0-3-11-16-20,0.501746,0.662861
Lounge,local3,0-9-19-23-24,0.572860,0.727983
Lunch_room,local3,1-8-13-19-21,0.398062,0.548362
Cantina,local3,3-9-10-12-22,0.518761,0.674536
Garden,local3,1-6-15-16-19,0.531572,0.693413
Porch,local3,9-14-20-21-24,0.638106,0.770679
Pots,local3,1-2-19-21-22,0.611553,0.754689
Meeting_room,local3,3-11-20-22-23,0.532282,0.690600
Playground,local3,4-8-15-17-18,0.362233,0.520228
Lounge,local3,0-5-17-19-24,0.583474,0.736425
Lunch_room,local3,1-12-19-21-22,0.356527,0.506241
Cantina,local3,3-10-20-21-22,0.493645,0.653181
Garden,local3,1-4-6-19-20,0.549382,0.708844
Porch,restart3,0-2-8-17-24,0.518943,0.669768
Pots,local3,1-6-8-17-22,0.615356,0.759152
Meeting_room,local3,3-8-9-21-22,0.523788,0.681726
Playground,local3,6-8-14-19-23,0.334270,0.488963
Lounge,local3,0-9-17-18-19,0.552565,0.711279
Cantina,local3,3-9-10-20-22,0.542532,0.694771
Lunch_room,local3,1-10-19-21-22,0.337210,0.484405
Garden,local3,1-4-6-16-24,0.536699,0.697899
Porch,local3,0-2-16-17-24,0.469138,0.626441
Pots,local3,0-1-7-11-22,0.633830,0.772910
Meeting_room,local3,5-11-13-15-20,0.450708,0.611960
Playground,local3,4-5-8-11-24,0.316147,0.462190
Lounge,local3,0-16-17-19-24,0.560335,0.715961
Cantina,local3,3-9-10-12-17,0.526894,0.681299
Garden,local3,0-1-4-16-23,0.460767,0.624049
Porch,local3,0-2-13-17-24,0.478188,0.635690
Meeting_room,local3,11-14-20-21-22,0.534727,0.693121
Pots,local3,7-16-19-21-22,0.616664,0.759608
Lunch_room,local3,1-15-19-20-21,0.423191,0.574034
Playground,local3,4-8-14-17-19,0.352663,0.509728
Lounge,local3,0-2-4-16-17,0.538908,0.698589
Cantina,local3,3-9-12-14-20,0.545777,0.697954
Garden,local3,1-6-10-16-19,0.529901,0.691975
Porch,local3,0-8-9-16-17,0.513687,0.665061
Meeting_room,local3,11-14-17-21-22,0.519234,0.679925
Pots,local3,1-6-18-21-22,0.630953,0.771039
Playground,local3,3-4-8-12-20,0.322653,0.465890
Lunch_room,local3,8-14-17-19-21,0.333060,0.480073
Lounge,restart3,0-6-7-13-16,0.564937,0.720491
Garden,local3,1-4-6-13-16,0.515554,0.676713
Cantina,local3,9-10-12-17-20,0.538394,0.685320
Porch,local3,0-1-2-17-24,0.545197,0.690511
Meeting_room,local3,10-11-19-21-22,0.551527,0.705999
Pots,local3,7-15-19-21-22,0.640172,0.778720
Playground,local3,0-4-5-8-20,0.399075,0.553742
Lounge,local3,0-7-8-16-24,0.553645,0.710803
Lunch_room,local3,0-5-19-21-22,0.393219,0.545754
Garden,local3,1-3-6-7-9,0.515654,0.679124
Cantina,local3,3-7-10-12-20,0.493894,0.651718
Porch,local3,0-1-2-12-17,0.529280,0.677419
Meeting_room,local3,10-11-15-21-22,0.542644,0.698778
Pots,restart3,3-4-12-15-23,0.604663,0.748456
Playground,local3,4-14-17-18-19,0.432717,0.589228
Lounge,local3,4-7-9-16-24,0.474208,0.641032
Lunch_room,local3,1-5-10-19-22,0.391743,0.543943
Garden,local3,1-6-11-16-19,0.516463,0.679477
Pots,local3,3-4-8-12-15,0.595849,0.741785
Meeting_room,local3,7-11-17-19-22,0.528028,0.685801
Cantina,local3,4-10-12-18-19,0.463935,0.618488
Porch,local3,1-2-5-17-24,0.597068,0.731295
Garden,restart3,4-9-16-19-21,0.466320,0.633248
Playground,local3,3-4-8-17-19,0.329861,0.476008
Lounge,local3,5-6-8-13-16,0.531479,0.691528
Lunch_room,local3,1-18-19-21-22,0.375731,0.524861
Pots,local3,3-4-7-11-18,0.614255,0.756175
Meeting_room,local3,3-10-11-21-22,0.532082,0.689914
Cantina,restart3,4-6-9-10-18,0.438649,0.590012
Porch,local3,2-4-5-10-24,0.591440,0.736033
Garden,local3,1-4-9-16-19,0.521167,0.683086
Lounge,local3,0-6-13-15-16,0.564677,0.720305
Playground,local3,4-8-18-19-20,0.429957,0.587174
Lunch_room,local3,3-5-8-19-22,0.283604,0.418017
Pots,local3,3-4-18-21-22,0.598661,0.742282
Meeting_room,local3,7-10-11-19-21,0.535649,0.691553
Cantina,local3,1-3-4-10-17,0.454165,0.617350
Porch,local3,2-5-9-17-24,0.596639,0.732815
Garden,local3,1-4-9-19-20,0.516774,0.679445
Playground,local3,8-17-18-19-21,0.402556,0.556566
Lounge,local3,0-6-7-9-19,0.567678,0.723808
Pots,local3,0-3-7-11-18,0.613195,0.756748
Lunch_room,local3,5-6-11-19-21,0.322062,0.462178
Meeting_room,local3,2-11-19-21-22,0.534384,0.694125
Porch,local3,17-18-21-22-24,0.368191,0.523282
Cantina,local3,1-3-4-9-17,0.464919,0.626233
Garden,local3,0-1-4-16-19,0.514535,0.679043
Lounge,local3,0-6-7-9-20,0.574841,0.729565
Playground,local3,0-1-4-18-19,0.441145,0.598491
Pots,local3,3-4-7-17-19,0.602634,0.747851
Meeting_room,local3,2-10-19-21-22,0.548414,0.705552
Lunch_room,local3,1-12-17-19-23,0.312904,0.457277
Porch,local3,1-2-5-7-17,0.588290,0.723722
Garden,local3,1-11-16-17-19,0.505893,0.669991
Cantina,local3,3-4-9-17-18,0.511100,0.670545
Lounge,local3,0-4-6-9-20,0.559623,0.717077
Playground,local3,1-2-4-5-18,0.405663,0.560004
Pots,local3,1-3-4-7-18,0.595871,0.742036
Meeting_room,local3,10-18-19-21-22,0.545278,0.699380
Lunch_room,local3,1-6-19-21-22,0.404908,0.553147
Porch,local3,1-5-16-17-24,0.605616,0.739992
Garden,local3,1-4-7-17-19,0.544047,0.704398
Cantina,local3,4-5-6-8-18,0.412396,0.565809
Lounge,local3,1-5-7-9-16,0.542761,0.701524
Playground,local3,0-4-13-18-19,0.444907,0.601507
Pots,local3,1-4-7-11-18,0.624256,0.764413
Meeting_room,local3,3-16-19-20-21,0.486896,0.649330
Porch,local3,1-12-16-17-24,0.561070,0.695164
Garden,local3,1-4-7-9-19,0.519835,0.681629
Cantina,local3,3-4-13-18-22,0.445122,0.609337
Lunch_room,local3,1-5-13-21-22,0.405976,0.551599
Lounge,local3,3-6-7-9-20,0.548163,0.707038
Playground,local3,0-4-6-18-19,0.435838,0.592541
Meeting_room,local3,10-11-16-21-22,0.547655,0.702147
Pots,local3,1-4-11-18-21,0.604614,0.747882
Porch,local3,1-5-8-16-17,0.583658,0.721203
Garden,local3,7-8-11-17-19,0.488982,0.654899
Cantina,local3,4-7-9-17-18,0.475608,0.625271
Lunch_room,local3,5-8-14-19-22,0.318001,0.456445
Meeting_room,local3,10-17-19-21-22,0.541200,0.696582
Pots,local3,4-7-11-18-19,0.628607,0.768891
Lounge,local3,6-7-16-20-23,0.541907,0.700605
Playground,local3,0-4-5-13-16,0.422520,0.579792
Porch,local3,1-5-17-19-24,0.623111,0.758862
Garden,local3,2-7-16-17-19,0.501679,0.667151
Cantina,local3,3-4-11-15-19,0.461464,0.623499
Meeting_room,local3,0-6-21-22-24,0.502883,0.666683
Lunch_room,local3,5-11-13-19-23,0.319917,0.463454
Pots,local3,7-8-11-18-19,0.620023,0.761877
Lounge,local3,0-6-7-11-20,0.592249,0.743336
Playground,local3,2-14-17-18-19,0.394327,0.554629
Porch,local3,1-5-6-19-24,0.622556,0.761160
Garden,local3,1-4-7-12-19,0.546831,0.706511
Cantina,local3,2-3-4-9-17,0.441389,0.605315
Meeting_room,local3,4-11-17-19-21,0.504202,0.663555
Pots,local3,4-5-7-15-22,0.626230,0.767157
Lunch_room,local3,1-5-17-19-22,0.411159,0.563542
Lounge,local3,10-11-20-22-23,0.458955,0.622724
Playground,local3,0-4-9-11-19,0.443139,0.600270
Porch,local3,1-5-9-17-22,0.600656,0.739495
Garden,local3,2-4-7-8-24,0.523568,0.686697
Cantina,local3,0-3-4-10-17,0.452748,0.613214
Meeting_room,local3,11-14-19-21-22,0.534847,0.692565
Pots,local3,4-12-19-22-23,0.611700,0.756327
Lounge,local3,0-6-7-10-11,0.597333,0.747408
Porch,local3,1-4-17-19-24,0.609883,0.748496
Playground,local3,0-13-18-19-23,0.459862,0.618517
Lunch_room,local3,5-16-19-22-23,0.369377,0.520792
Garden,local3,1-4-7-8-19,0.547022,0.706780
Cantina,local3,3-9-13-17-18,0.510750,0.669262
Meeting_room,local3,1-8-19-21-22,0.519926,0.679244
Pots,local3,2-11-14-18-19,0.633986,0.772981
Lounge,local3,0-6-10-11-16,0.581918,0.734133
Porch,local3,1-4-17-20-24,0.618414,0.756273
Playground,local3,6-15-19-21-23,0.440285,0.598565
Garden,local3,1-3-9-10-19,0.491500,0.656622
Lunch_room,local3,1-8-10-18-19,0.336202,0.479337
Meeting_room,local3,5-10-11-21-22,0.518266,0.676674
Pots,local3,6-10-14-19-22,0.622212,0.764942
Cantina,local3,3-7-9-10-23,0.508754,0.666671
Lounge,local3,0-6-7-11-22,0.576497,0.730011
Porch,local3,1-7-9-15-17,0.555731,0.693863
Garden,local3,1-7-8-19-23,0.498686,0.658954
Playground,local3,0-7-13-18-23,0.412364,0.572189
Lunch_room,local3,1-5-11-21-22,0.393487,0.537588
Meeting_room,local3,4-5-11-19-22,0.473578,0.635134
Pots,local3,2-11-14-15-19,0.638947,0.776607
Cantina,local3,3-4-9-17-22,0.494748,0.654837
Lounge,local3,5-6-7-10-21,0.562333,0.719020
Porch,local3,1-2-7-14-24,0.581663,0.718354
Garden,local3,1-3-8-18-24,0.497630,0.662723
Playground,local3,5-11-13-18-23,0.359930,0.518136
Meeting_room,local3,3-10-19-21-22,0.533866,0.691345
Lunch_room,local3,0-9-19-21-22,0.359264,0.508927
Pots,local3,2-8-11-14-19,0.623017,0.765404
Cantina,local3,3-4-11-17-18,0.463747,0.625660
Lounge,local3,7-10-13-15-19,0.557731,0.715452
Porch,local3,5-6-17-19-24,0.557861,0.714504
Garden,local3,4-8-10-16-19,0.541930,0.702687
Playground,local3,0-6-18-19-23,0.472910,0.630389
Meeting_room,local3,1-18-19-21-24,0.418398,0.583682
Pots,local3,2-6-12-19-24,0.627033,0.769559
Lunch_room,local3,4-10-15-19-21,0.248603,0.379944
Cantina,local3,4-9-10-16-23,0.511359,0.666240
Lounge,local3,0-11-21-22-23,0.514767,0.675782
Porch,local3,1-5-13-17-19,0.619184,0.754694
Meeting_room,local3,10-19-20-21-22,0.552234,0.706112
Garden,local3,4-7-8-13-19,0.501188,0.664583
Playground,restart3,4-5-11-15-23,0.342405,0.497842
Pots,local3,2-11-14-16-19,0.636398,0.775796
Lunch_room,local3,1-19-21-22-24,0.395853,0.545591
Cantina,local3,4-9-16-21-23,0.508931,0.666700
Porch,local3,2-3-5-17-19,0.527736,0.681162
Meeting_room,local3,0-2-19-21-22,0.500331,0.665214
Lounge,local3,0-2-3-7-11,0.585450,0.737956
Garden,local3,1-2-4-13-19,0.506864,0.667753
Playground,local3,5-11-15-21-23,0.360871,0.520055
Pots,local3,0-2-11-14-19,0.616985,0.759779
Lunch_room,local3,1-3-12-18-22,0.343267,0.490787
Cantina,local3,4-10-16-17-18,0.523024,0.680010
Porch,local3,4-5-8-13-19,0.540446,0.700916
Meeting_room,local3,10-16-19-21-22,0.541432,0.695671
Lounge,local3,0-2-6-10-11,0.598653,0.748403
Garden,local3,1-4-9-11-18,0.512445,0.674721
Playground,local3,6-10-11-14-21,0.349497,0.502629
Pots,local3,2-14-15-17-19,0.607549,0.751288
Cantina,local3,13-17-18-20-23,0.485606,0.642702
Lunch_room,local3,1-8-13-19-23,0.379715,0.530282
Meeting_room,local3,2-12-19-21-22,0.539003,0.697639
Porch,local3,5-8-15-16-19,0.615485,0.751392
Garden,local3,1-7-8-19-24,0.541122,0.701589
Lounge,local3,0-2-10-11-18,0.590994,0.742271
Pots,local3,2-11-14-17-19,0.636966,0.775901
Playground,local3,4-5-15-21-23,0.336821,0.491438
Cantina,local3,4-7-10-16-17,0.487985,0.648956
Lunch_room,local3,2-12-15-19-21,0.305901,0.453717
Meeting_room,local3,5-10-20-21-22,0.521484,0.679958
Porch,local3,1-15-17-19-24,0.582020,0.717269
Garden,local3,0-4-7-8-19,0.519034,0.683178
Pots,local3,0-9-12-14-15,0.623159,0.765454
Lounge,local3,0-2-6-8-10,0.591260,0.742673
Playground,local3,5-11-15-16-23,0.362158,0.520736
Cantina,local3,4-10-12-14-18,0.469393,0.619366
Lunch_room,local3,6-12-15-21-22,0.303625,0.443109
Meeting_room,local3,5-19-20-21-22,0.456019,0.619518
Porch,local3,1-17-19-21-23,0.603767,0.743182
Garden,local3,4-7-8-19-21,0.534164,0.695875
Pots,local3,0-2-14-15-19,0.607719,0.751501
Lounge,local3,0-4-6-8-10,0.576744,0.731141
Playground,local3,2-5-11-15-24,0.365993,0.520230
Cantina,local3,8-10-16-17-18,0.518884,0.673841
Meeting_room,local3,0-10-19-21-22,0.540441,0.698674
Porch,local3,0-5-11-18-19,0.513859,0.672587
Lunch_room,local3,1-3-5-19-21,0.413820,0.565868
Garden,local3,4-7-8-12-19,0.528921,0.691304
Pots,local3,4-7-15-19-20,0.621694,0.762998
Lounge,local3,0-6-16-18-21,0.565921,0.721080
Playground,local3,2-5-7-11-15,0.340577,0.492149
Cantina,local3,4-5-10-17-18,0.452089,0.607893
Meeting_room,local3,10-12-14-20-21,0.549039,0.703751
Porch,local3,1-2-5-19-24,0.615747,0.750124
Garden,local3,1-2-4-7-8,0.542507,0.702696
Lunch_room,local3,1-5-16-18-19,0.397066,0.548918
Pots,local3,2-5-11-14-15,0.630317,0.770530
Lounge,local3,0-10-13-21-23,0.552878,0.710706
Cantina,local3,4-7-16-20-23,0.501270,0.660551
Playground,local3,11-15-17-21-24,0.401934,0.561575
Meeting_room,local3,8-19-20-21-23,0.512562,0.671815
Porch,local3,1-5-10-17-24,0.603139,0.738358
Garden,local3,0-1-8-17-19,0.491459,0.657894
Pots,local3,2-13-14-15-18,0.595452,0.739748
Lunch_room,restart3,0-6-12-16-24,0.337327,0.484290
Lounge,local3,0-1-6-10-11,0.592621,0.743608
Meeting_room,local3,8-9-20-21-23,0.530220,0.686828
Playground,local3,1-11-17-21-24,0.427374,0.585474
Porch,local3,1-12-15-17-19,0.574021,0.710970
Cantina,local3,3-4-10-16-21,0.444916,0.609403
Garden,local3,4-6-8-18-19,0.535940,0.697548
Pots,local3,2-7-11-15-19,0.629235,0.769450
Lounge,local3,0-6-11-14-23,0.583003,0.736069
Lunch_room,local3,0-3-6-16-24,0.364938,0.516534
Meeting_room,local3,8-19-20-21-24,0.507928,0.667709
Porch,local3,1-14-17-19-24,0.579179,0.714975
Playground,local3,1-11-14-17-24,0.417653,0.575148
Cantina,local3,1-10-16-17-18,0.489421,0.647783
Garden,local3,0-1-4-18-19,0.505350,0.670843
Pots,local3,6-7-11-15-19,0.608513,0.753372
Lounge,local3,0-2-8-10-11,0.584707,0.737176
Meeting_room,restart3,0-2-11-15-23,0.464963,0.630180
Lunch_room,local3,1-3-6-9-24,0.400549,0.548918
Porch,local3,1-3-17-19-24,0.573856,0.712250
Playground,local3,8-17-18-21-24,0.418366,0.572620
Cantina,local3,4-10-14-16-17,0.496154,0.655809
Garden,local3,2-3-8-10-19,0.516371,0.680596
Pots,local3,1-2-14-15-19,0.604496,0.748231
Meeting_room,local3,0-2-3-8-11,0.514631,0.676066
Lounge,local3,6-10-11-14-19,0.575820,0.730241
Porch,local3,1-5-6-14-17,0.596265,0.733824
Lunch_room,local3,0-1-6-15-24,0.376708,0.523158
Playground,local3,11-17-20-21-24,0.458582,0.609566
Cantina,local3,4-5-10-16-20,0.490994,0.652643
Garden,local3,1-6-7-19-20,0.539858,0.700596
Pots,local3,2-6-11-14-15,0.634480,0.774581
Meeting_room,local3,0-3-8-11-22,0.527697,0.687270
Lounge,local3,0-6-10-11-23,0.598341,0.748199
Porch,local3,1-4-5-19-24,0.624394,0.763743
Playground,local3,7-11-13-15-24,0.339377,0.497679
Lunch_room,local3,1-3-6-9-16,0.390524,0.538878
Cantina,local3,3-10-13-15-17,0.530731,0.686298
Garden,local3,1-6-8-17-19,0.530005,0.692251
Pots,local3,2-11-14-15-18,0.635818,0.773502
Meeting_room,local3,0-3-7-11-22,0.531678,0.690850
Lounge,local3,0-2-5-6-10,0.594503,0.745242
Porch,local3,0-1-5-16-19,0.507937,0.665335
Playground,local3,3-11-15-21-24,0.357035,0.509844
Cantina,local3,13-17-18-19-21,0.496543,0.654868
Garden,local3,1-3-4-8-22,0.472648,0.638754
Lunch_room,local3,1-4-6-9-23,0.390893,0.535450
Meeting_room,local3,0-6-10-11-24,0.522073,0.682513
Pots,local3,6-11-14-19-23,0.644094,0.780180
Lounge,local3,2-6-17-19-20,0.556682,0.713836
Porch,local3,1-4-6-19-24,0.586574,0.725951
Playground,local3,5-11-20-21-24,0.423131,0.580751
Cantina,local3,7-10-15-17-23,0.532712,0.686887
Garden,local3,1-7-8-19-21,0.543979,0.703960
Meeting_room,local3,1-3-8-22-24,0.510570,0.670489
Pots,local3,7-11-14-22-23,0.633498,0.771427
Lunch_room,local3,1-6-8-9-24,0.379636,0.519927
Lounge,local3,0-2-10-11-16,0.578962,0.731561
Porch,local3,1-3-6-19-24,0.567039,0.705663
Playground,local3,1-5-11-16-24,0.430594,0.588491
Cantina,local3,2-7-15-17-23,0.437089,0.600507
Meeting_room,local3,3-7-11-17-22,0.521088,0.680015
Garden,local3,4-7-8-9-22,0.492795,0.658044
Pots,local3,1-6-11-14-23,0.627488,0.768620
Porch,local3,4-5-16-19-24,0.463731,0.629736
Lounge,local3,2-6-16-21-23,0.526422,0.687403
Lunch_room,local3,1-3-4-8-9,0.389094,0.539038
Playground,local3,1-11-17-20-24,0.423637,0.581623
Cantina,local3,7-10-15-16-17,0.519576,0.675836
Meeting_room,local3,3-5-7-11-22,0.489116,0.651124
Garden,local3,4-7-19-22-23,0.480082,0.644028
Pots,local3,1-6-10-11-19,0.632092,0.771794
Porch,local3,1-5-18-19-24,0.613746,0.752660
Lounge,local3,0-2-9-10-11,0.586928,0.739030
Lunch_room,local3,0-3-6-9-22,0.370469,0.521183
Playground,local3,7-17-20-21-24,0.387765,0.533834
Meeting_room,local3,0-2-11-17-24,0.449939,0.615240
Cantina,local3,0-10-16-17-18,0.507607,0.664345
Garden,local3,4-7-11-19-22,0.509260,0.673585
Pots,local3,6-11-14-17-19,0.649181,0.784044
Porch,local3,4-5-12-19-24,0.498391,0.662426
Lounge,local3,2-6-10-11-15,0.561377,0.718301
Playground,local3,0-9-11-21-24,0.390581,0.547833
Meeting_room,local3,0-3-6-7-22,0.528771,0.688059
Lunch_room,local3,1-3-6-16-24,0.382440,0.531093
Cantina,local3,7-10-13-17-24,0.512625,0.670543
Pots,local3,5-14-17-21-24,0.625772,0.767039
Garden,local3,4-7-8-11-19,0.518471,0.681749
Porch,local3,4-9-10-19-20,0.605850,0.746704
Lounge,local3,2-6-7-10-11,0.570961,0.726026
Playground,local3,11-12-17-20-24,0.370089,0.526637
Meeting_room,local3,3-7-11-22-23,0.530738,0.688573
Cantina,local3,1-7-10-15-23,0.463869,0.625475
Pots,local3,10-11-14-17-20,0.638053,0.775682
Lunch_room,local3,1-3-6-12-14,0.379695,0.527183
Garden,local3,1-4-9-19-21,0.517226,0.679898
Porch,local3,4-5-14-16-24,0.558466,0.714586
Lounge,local3,0-2-6-10-17,0.589926,0.741709
Playground,local3,11-12-17-20-21,0.393631,0.552572
Meeting_room,local3,0-3-9-11-22,0.536384,0.694806
Cantina,local3,7-8-10-15-17,0.493045,0.646959
Pots,local3,1-6-11-14-19,0.628613,0.769409
Garden,local3,1-4-8-9-19,0.492912,0.656447
Porch,local3,1-3-4-19-24,0.591357,0.733285
Lounge,local3,2-6-7-10-24,0.566961,0.722772
Meeting_room,local3,0-9-11-17-22,0.540059,0.697935
Lunch_room,local3,6-7-9-10-21,0.243429,0.363518
Playground,local3,11-14-17-20-24,0.385081,0.545801
Pots,local3,11-14-16-17-19,0.649781,0.784992
Cantina,local3,1-2-7-17-23,0.404698,0.571047
Garden,local3,1-4-5-8-9,0.512086,0.675511
Porch,local3,4-5-18-23-24,0.421904,0.581954
Meeting_room,local3,0-1-9-17-24,0.471710,0.633759
Lounge,local3,0-2-6-11-24,0.588004,0.739926
Playground,local3,11-14-19-21-24,0.446499,0.604108
Lunch_room,local3,1-3-8-15-23,0.386974,0.537872
Pots,local3,10-11-16-17-19,0.643082,0.780174
Cantina,local3,6-10-15-17-23,0.500027,0.657091
Garden,local3,1-4-7-8-24,0.524246,0.686696
Meeting_room,local3,9-11-19-20-22,0.546019,0.701897
Porch,local3,1-4-5-16-24,0.624659,0.761132
Lounge,local3,0-2-5-6-11,0.588367,0.740253
Playground,local3,2-8-11-16-21,0.353159,0.501983
Pots,local3,11-14-16-18-19,0.650238,0.785661
Cantina,local3,10-15-17-21-23,0.534190,0.688020
Lunch_room,local3,0-2-6-18-24,0.362114,0.509029
Garden,local3,1-7-8-9-19,0.518222,0.679899
Meeting_room,local3,6-8-9-11-20,0.512257,0.670637
Porch,local3,1-4-5-8-19,0.608507,0.749404
Lounge,local3,2-4-6-11-22,0.535442,0.696185
Playground,local3,11-16-17-20-24,0.373111,0.530716
Pots,local3,14-16-18-19-22,0.615281,0.759060
Cantina,local3,5-10-15-21-22,0.486873,0.642985
Garden,local3,1-7-8-11-19,0.523596,0.685792
Meeting_room,local3,11-13-16-19-23,0.556680,0.710551
Lunch_room,local3,0-1-3-6-9,0.384574,0.532816
Porch,local3,1-4-5-23-24,0.626116,0.764964
Playground,local3,11-13-21-23-24,0.371102,0.522863
Lounge,local3,0-1-10-21-23,0.500695,0.663951
Pots,local3,6-11-16-17-24,0.649796,0.784583
